,drug,smile
24677,CHEMBL249711,Nc1ncnc2c1c(-c1ccc3[nH]c(Cc4cccc(Cl)c4)nc3c1)nn2[C@H]1CC[C@H](N2CCOCC2)CC1
24678,CHEMBL249719,CNc1nc2cc(-c3ccccc3)sc2n2c(C)cnc12
24679,CHEMBL249720,CCNc1nc2cc(-c3ccccc3)sc2n2c(C)cnc12
24680,CHEMBL249721,Cc1cnc2c(NCCN(C)C)nc3cc(-c4ccccc4)sc3n12
24681,CHEMBL249734,C#Cc1cnn2c(NCc3cccnc3)cc(-c3ccccc3)nc12
24682,CHEMBL249743,CSCCC[C@@H]1NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)CNn2cc(nn2)C[C@@H](C(N)=O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](Cc2ccccc2)NC1=O
24683,CHEMBL249747,N#Cc1ccc(C(=O)Nc2cc(O)ccc2N2CCCCC2)o1
24684,CHEMBL249748,COc1ccc(N2CCCCC2)c(NC(=O)c2ccc(C#N)o2)c1
24685,CHEMBL249749,N#Cc1ccc(C(=O)Nc2cc(CN)ccc2N2CCCCC2)o1
24686,CHEMBL249750,NC(=O)c1ccc2[nH]c(-c3ccc(OCCCN4CCCCC4)cc3)nc2c1
24687,CHEMBL249751,NC(=O)c1cnc2cc(-c3ccncc3)ccc2c1Nc1cccc2[nH]ncc12
24688,CHEMBL249752,NC(=O)c1cnc2cc(-c3ccccc3)ccc2c1Nc1ccccc1
24689,CHEMBL249764,CNc1cc2c(cc1Cl)NC(=O)Nc1cnc(C#N)c(n1)OC/C=C\CO2
24690,CHEMBL249765,N#Cc1ncc2nc1OC/C=C\COc1cc(NCCO)c(Cl)cc1NC(=O)N2
24691,CHEMBL249776,NC(=O)c1ccc2[nH]c(-c3ccc(OCC4CCCNC4)cc3)nc2c1
24692,CHEMBL249777,NC(=O)c1ccc2[nH]c(-c3ccc(OCC4CCNCC4)cc3)nc2c1
24693,CHEMBL249779,NC(=O)c1cnc2cc(-c3ccncc3)ccc2c1Nc1ccc(F)c(F)c1
24694,CHEMBL249781,Cc1cc(Nc2c(C(N)=O)cnc3cc(-c4ccncc4)ccc23)ccc1F
24695,CHEMBL24979,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCC1CCN(C)CC1
24696,CHEMBL249796,NCCc1cc2cc[nH]c(=O)c2c2cc(Br)ccc12
24697,CHEMBL249819,Cc1cc(-c2cc(O)ccc2Cl)cc2nnc(Nc3ccc(C(=O)N4CCS(=O)(=O)CC4)cc3)nc12
24698,CHEMBL249820,Cc1cc(-c2cc(O)ccc2Cl)cc2nnc(Nc3ccc(S(N)(=O)=O)cc3)nc12
24699,CHEMBL249821,Cc1cc(-c2cc(O)ccc2Cl)cc2nnc(Nc3ccc(S(=O)(=O)NCCN4CCCC4)cc3)nc12
24700,CHEMBL249834,NCCCc1cc2c(-c3cccc(F)c3)c[nH]c(=O)c2c2cc(-c3cn[nH]c3)ccc12
24701,CHEMBL249886,CNc1nc2cc(-c3cccc(CC(N)C(=O)O)c3)sc2n2c(C)cnc12
24702,CHEMBL249887,CNc1nc2cc(-c3cccc(C[C@@H](N)C(N)=O)c3)sc2n2c(C)cnc12
24703,CHEMBL249899,CNCCNc1nc2cc3ccccc3cc2n2c(C)cnc12
24704,CHEMBL249900,Cc1cnc2c(NCCN)nc3ccsc3n12
24705,CHEMBL249901,Cc1cnc2c(NCCN)nc3cc(-c4ccccc4)sc3n12
24706,CHEMBL249902,Cc1cnc2c(NCCN)nc3cc(-c4ccoc4)sc3n12
24707,CHEMBL249919,OCC#Cc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1
24708,CHEMBL249921,OCCC#Cc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1
24709,CHEMBL249927,O=C(CO)N1CCC[C@@H]1COc1cccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12
24710,CHEMBL249928,CN(CCOc1cccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12)C(=O)CO
24711,CHEMBL249929,Cc1cnc2c(NCC(N)=O)nc3cc(-c4ccccc4)sc3n12
24712,CHEMBL249947,Fc1ccccc1-c1cc(NCc2ccccc2)n2ncc(Br)c2n1
24713,CHEMBL249955,N#Cc1ccc(C(=O)Nc2cc(C=O)ccc2N2CCCCC2)o1
24714,CHEMBL249956,N#Cc1ccc(C(=O)Nc2cc(C(=O)O)ccc2N2CCCCC2)o1
24715,CHEMBL249957,N#Cc1ccc(C(=O)Nc2cc(N3CCCCC3)ccc2N2CCCCC2)o1
24716,CHEMBL249959,NC(=O)c1ccc2[nH]c(-c3ccc(OCC4CCN(Cc5ccccc5)CC4)cc3)nc2c1
24717,CHEMBL249960,CS(=O)(=O)Cc1ccc(-c2ccc3c(Nc4ccccc4)c(C(N)=O)cnc3c2)cc1
24718,CHEMBL249971,N#Cc1ncc2nc1OC/C=C\COc1cc(NCc3cncs3)c(Cl)cc1NC(=O)N2
24719,CHEMBL249972,N#Cc1ncc2nc1OC/C=C\COc1cc(NC(=O)c3ccnc(Cl)c3)c(Cl)cc1NC(=O)N2
24720,CHEMBL249987,O=C(Nc1ccccc1N1CCCC1)c1ccc([N+](=O)[O-])o1
24721,CHEMBL249994,Cn1cc(/C=C2\C(=O)NN=C2c2cnns2)c2c(F)cccc21
24722,CHEMBL249998,CS(=O)(=O)Nc1ccc(-c2cnc3ccc4ccncc4c3c2)cc1
24723,CHEMBL25,CC(=O)Oc1ccccc1C(=O)O
24724,CHEMBL250017,NS(=O)(=O)c1ccc(-c2cnc3cccc(Nc4ccc(Cl)cn4)c3c2)cc1
24725,CHEMBL250019,Cc1cc(-c2cc(O)ccc2Cl)cc2nnc(Nc3ccc(S(=O)(=O)N(C)CCN4CCCC4)cc3)nc12
24726,CHEMBL250021,CCN(CCN1CCCC1)S(=O)(=O)c1ccc(Nc2nnc3cc(-c4cc(O)ccc4Cl)cc(C)c3n2)cc1
24727,CHEMBL250029,CN(C)CCc1cc2cc[nH]c(=O)c2c2cc(Br)ccc12
24728,CHEMBL250032,CCn1c(=O)c2c(C)[nH]nc2c2cc3c(cc21)CN(S(=O)(=O)CCN)CC3
24729,CHEMBL250033,NCCCc1cc2c(-c3ccc(F)cc3)c[nH]c(=O)c2c2cc(-c3cn[nH]c3)ccc12
24730,CHEMBL250035,NCCCc1cc2c(-c3ccccc3Cl)c[nH]c(=O)c2c2cc(-c3cn[nH]c3)ccc12
24731,CHEMBL250061,Nc1nccc(-c2cc3c(n2CC2CC2)CCNC3=O)n1
24732,CHEMBL250062,Nc1nccc(-c2cc3c(n2CCF)CCNC3=O)n1
24733,CHEMBL250085,Nc1ncnc2c1c(-c1ccc3[nH]c(Cc4c(F)cccc4Cl)nc3c1)nn2[C@H]1CC[C@H](N2CCOCC2)CC1
24734,CHEMBL250105,Cc1cnc2c(NCCN)nc3cc(-c4ccc[nH]4)sc3n12
24735,CHEMBL250106,Cc1cnc2c(NCCN)nc3cc(-c4cn[nH]c4)sc3n12
24736,CHEMBL250107,Cc1cnc2c(NCCN)nc3cc(-c4cccnc4)sc3n12
24737,CHEMBL250130,C[C@H](COc1cccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12)N(C)C(=O)CO
24738,CHEMBL250131,Cc1cnc2c(NCCNC=O)nc3cc(-c4ccccc4)sc3n12
24739,CHEMBL250132,C[C@H](CN(C)C(=O)CO)Oc1cccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12
24740,CHEMBL250145,Brc1cnn2c(NCc3cccnc3)cc(-c3ccco3)nc12
24741,CHEMBL250148,Brc1cnn2c(NCOc3cccnc3)cc(-c3ccccc3)nc12
24742,CHEMBL250156,CN1CCN(Cc2ccc(N3CCCCC3)c(NC(=O)c3ccc(C#N)o3)c2)CC1
24743,CHEMBL250157,CS(=O)(=O)NCc1ccc(N2CCCCC2)c(NC(=O)c2ccc(C#N)o2)c1
24744,CHEMBL250158,NC(=O)c1ccc2[nH]c(-c3ccc(OCC4CCN(C(=O)c5ccccc5)CC4)cc3)nc2c1
24745,CHEMBL250159,COc1ccc(CN2CCC(COc3ccc(-c4nc5cc(C(N)=O)ccc5[nH]4)cc3)CC2)cc1
24746,CHEMBL250160,CCS(=O)(=O)c1ccc(-c2ccc3c(Nc4ccccc4)c(C(N)=O)cnc3c2)cc1
24747,CHEMBL250161,NC(=O)c1cnc2cc(-c3ccc(C(=O)N4CCCCC4)cc3)ccc2c1Nc1ccccc1
24748,CHEMBL250173,C[C@H](N)C(=O)Nc1cc2c(cc1Cl)NC(=O)Nc1cnc(C#N)c(n1)OC/C=C\CO2
24749,CHEMBL250183,CCOC(=O)c1cc(NCc2cccnc2)n2ncc(Br)c2n1
24750,CHEMBL250187,O=C(Nc1ccccc1N1C=CC=CC=C1)c1ccc([N+](=O)[O-])o1
24751,CHEMBL250188,CC1CCCCN1c1ccccc1NC(=O)c1ccc([N+](=O)[O-])o1
24752,CHEMBL250196,Cn1cc(/C=C2\C(=O)NN=C2c2cnns2)c2c(Cl)cccc21
24753,CHEMBL250197,Cn1cc(/C=C2\C(=O)NN=C2c2cnns2)c2c(Br)cccc21
24754,CHEMBL250198,COc1cccc2c1c(/C=C1\C(=O)NN=C1c1cnns1)cn2C
24755,CHEMBL250199,CS(=O)(=O)N(c1ccc(-c2cnc3ccc4ccncc4c3c2)cc1)S(C)(=O)=O
24756,CHEMBL250213,Cc1cc(-c2cc(O)ccc2Cl)cc2nnc(Nc3ccc(CCCN4CCCC4)cc3)nc12
24757,CHEMBL250214,Cc1cc(-c2cc(O)ccc2Cl)cc2nnc(Nc3ccc(C(=O)N4CCNCC4)cc3)nc12
24758,CHEMBL250218,Cc1cc(-c2cc(O)ccc2Cl)cc2nnc(Nc3ccc(S(=O)(=O)N(CCN4CCCC4)C(C)C)cc3)nc12
24759,CHEMBL250222,NCCCc1cc2cc[nH]c(=O)c2c2ccccc12
24760,CHEMBL250224,N#Cc1ccc2c(CCCN)cc3cc[nH]c(=O)c3c2c1
24761,CHEMBL250225,NCCCc1cc2cc[nH]c(=O)c2c2cc(C(N)=O)ccc12
24762,CHEMBL250227,Cc1[nH]nc2c1c(OCCN)nc1ccc(Cl)cc12
24763,CHEMBL250229,Cc1[nH]nc2c1c(NCCN)nc1ccc(Cl)cc12
24764,CHEMBL250230,CC(C)NC(=N)c1c(O)nsc1Nc1ccc(Nc2ccc(Br)cc2)cc1
24765,CHEMBL250272,NCCCc1cc2c(-c3ccc(Cl)cc3)c[nH]c(=O)c2c2cc(-c3cn[nH]c3)ccc12
24766,CHEMBL250315,COc1cc2ncnc(C#Cc3ccccc3)c2cc1OC
24767,CHEMBL250318,COc1cc2ncnc(C#CCCc3ccccc3)c2cc1OC
24768,CHEMBL250335,CC(=O)NCCNc1nc2cc(-c3ccccc3)sc2n2c(C)cnc12
24769,CHEMBL250336,Cc1cnc2c(NCCN3CCCCC3)nc3cc(-c4ccccc4)sc3n12
24770,CHEMBL250337,Cc1cnc2c(NCCO)nc3cc(-c4ccccc4)sc3n12
24771,CHEMBL250359,NC(=O)c1ccc2[nH]c(-c3ccc(OCCC4CCCCN4C(=O)c4ccccc4)cc3)nc2c1
24772,CHEMBL250360,NC(=O)c1ccc2[nH]c(-c3ccc(OCCC4CCN(C(=O)c5ccccc5)CC4)cc3)nc2c1
24773,CHEMBL250361,CC(=O)N1CCCC(Oc2ccc(-c3nc4cc(C(N)=O)ccc4[nH]3)cc2)C1
24774,CHEMBL250362,NC(=O)c1cnc2cc(-c3ccc(C(=O)N4CCOCC4)cc3)ccc2c1Nc1ccccc1
24775,CHEMBL250364,CS(=O)(=O)c1ccc(-c2ccc3c(Nc4ccccc4)c(C(N)=O)cnc3c2)cc1
24776,CHEMBL250369,CC(C)c1cc(NCc2cccnc2)n2ncc(Br)c2n1
24777,CHEMBL250375,N#Cc1ncc2nc1OC/C=C\COc1cc(N3CCOC3=O)c(Cl)cc1NC(=O)N2
24778,CHEMBL250386,COc1cc(NCc2cccnc2)n2ncc(Br)c2n1
24779,CHEMBL250394,Cc1nnsc1C1=NNC(=O)/C1=C\c1cn(C)c2cccc(C)c12
24780,CHEMBL250395,COc1cccc2c(/C=C3\C(=O)NN=C3c3snnc3C)cn(C)c12
24781,CHEMBL250409,CC(C)(C)NS(=O)(=O)c1ccc(-c2cnc3cccc(Nc4ccccn4)c3c2)cc1
24782,CHEMBL250423,Cc1cc(-c2cc(O)ccc2Cl)cc2nnc(Nc3ccc(S(=O)(=O)N(C)CCN4CCOCC4)cc3)nc12
24783,CHEMBL250450,O=c1c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12
24784,CHEMBL250453,CC(=O)Nc1nccc(-c2cc3c([nH]2)CCNC3=O)n1
24785,CHEMBL250459,NCCCc1cc2c(-c3ccc(Cl)cc3Cl)c[nH]c(=O)c2c2cc(-c3cn[nH]c3)ccc12
24786,CHEMBL250481,Cc1[nH]nc2c1c(=O)n(CCCN)c1cc(C3CCCCC3)c(C3CCCCC3)cc21
24787,CHEMBL250509,Cn1cc(C2=C(c3cccc(OCCN)c3)C(=O)NC2=O)c2ccccc21
24788,CHEMBL250523,COc1cc2ncnc(C#CCOc3ccccc3)c2cc1OC
24789,CHEMBL250524,COc1cc2ncnc(C#CC(C)(C)N(C)c3ccccc3)c2cc1OC
24790,CHEMBL250539,CNc1nc2ccsc2n2c(C)cnc12
24791,CHEMBL250555,NC(=O)c1ccc2[nH]c(-c3ccc(OCCC4CCCCN4Cc4ccccc4)cc3)nc2c1
24792,CHEMBL250566,CC(=O)N1CCCC(COc2ccc(-c3nc4cc(C(N)=O)ccc4[nH]3)cc2)C1
24793,CHEMBL250571,Cc1ccc(Nc2c(C(N)=O)cnc3cc(-c4ccc(S(C)(=O)=O)cc4)ccc23)cc1C
24794,CHEMBL250572,Cc1ccc(Nc2c(C(N)=O)cnc3cc(-c4ccc(S(C)(=O)=O)cc4)ccc23)cc1F
24795,CHEMBL250610,COc1ccc(OC)c2c1c(/C=C1\C(=O)NN=C1c1cnns1)cn2C
24796,CHEMBL250623,Cc1cc(-c2cc(O)ccc2Cl)cc2nnc(Nc3ccc(S(=O)(=O)N4CCNCC4)cc3)nc12
24797,CHEMBL250625,Cc1cc(-c2cc(O)ccc2Cl)cc2nnc(Nc3ccc(S(=O)(=O)C4CCNCC4)cc3)nc12
24798,CHEMBL250628,O=c1[nH]ccc2cc(CCO)c3ccc(Br)cc3c12
24799,CHEMBL250685,Cc1[nH]nc2c1c(=O)n(CC(F)(F)CN)c1cc(C3CCCCC3)c(C3CCCCC3)cc21
24800,CHEMBL250691,O=C1NCCn2nc(-c3ccncc3)cc21
24801,CHEMBL250692,O=C1NCCc2oc(-c3ccncc3)cc21
24802,CHEMBL250693,O=C1NCc2[nH]c(-c3ccncc3)cc21
24803,CHEMBL250714,O=C(NCc1ccccc1)c1ccc(O)c2[nH]c(-c3ccccc3)nc12
24804,CHEMBL250757,O=C(Nc1ccccc1N1CCCCC1)c1ccco1
24805,CHEMBL250759,Cc1ccc(CN2CCCCC2CCOc2ccc(-c3nc4cc(C(N)=O)ccc4[nH]3)cc2)cc1
24806,CHEMBL250765,NC(=O)c1ccc2[nH]c(-c3ccc(OCC4CCCN(Cc5ccccc5)C4)cc3)nc2c1
24807,CHEMBL250774,CS(=O)(=O)c1ccc(-c2ccc3c(Nc4ccc(F)cc4)c(C(N)=O)cnc3c2)cc1
24808,CHEMBL250775,COc1ccc(Nc2c(C(N)=O)cnc3cc(-c4ccc(S(C)(=O)=O)cc4)ccc23)cc1F
24809,CHEMBL250796,NC(=O)c1ccc2[nH]c(-c3ccc(OCCCO)cc3)nc2c1
24810,CHEMBL250821,Cc1cc(-c2c(Cl)ccc(O)c2F)cc2nnc(Nc3ccc(S(=O)(=O)NCCN4CCCC4)cc3)nc12
24811,CHEMBL250835,Cc1[nH]nc2c1c(NCCCN)nc1ccc(Cl)cc12
24812,CHEMBL250836,Cc1nnsc1C1=NNC(=O)/C1=C\c1cn(C)c2ccc(Cl)cc12
24813,CHEMBL250837,COc1ccc2c(c1)c(/C=C1\C(=O)NN=C1c1snnc1C)cn2C
24814,CHEMBL250838,Cc1nnsc1C1=NNC(=O)/C1=C\c1cn(C)c2ccc(C#N)cc12
24815,CHEMBL250843,Cc1[nH]nc2c1c(=O)n(CCCN)c1ccc(Cl)cc21
24816,CHEMBL250844,Cc1[nH]nc2c1c(=O)n(CCCCN)c1ccc(Cl)cc21
24817,CHEMBL250853,Cc1nnsc1C1=NNC(=O)/C1=C\c1cn(C)c2cccc(Br)c12
24818,CHEMBL250869,O=C1NCCCc2[nH]c(-c3ccncc3)cc21
24819,CHEMBL250870,CCn1c(-c2ccncc2)cc2c1CCNC2=O
24820,CHEMBL250871,O=C1NCCc2c1cc(-c1ccncc1)n2CCO
24821,CHEMBL250884,Nc1nccc(-c2cc3c(n2CCO)CCNC3=O)n1
24822,CHEMBL250923,COc1cc2ncnc(/C=C/CCc3ccccc3)c2cc1OC
24823,CHEMBL250924,COc1cc2ncnc(C#Cc3ccccc3-c3ccccc3)c2cc1OC
24824,CHEMBL250925,CCOc1cc2ncnc(/C=C/c3ccccc3)c2cc1OCC
24825,CHEMBL250957,COc1ccc(CN2CCCCC2CCOc2ccc(-c3nc4cc(C(N)=O)ccc4[nH]3)cc2)cc1
24826,CHEMBL250958,O=C(Nc1ccccc1N1CCCCC1)c1ccc(Nc2ccccc2)o1
24827,CHEMBL250959,O=C(Nc1ccccc1N1CCCCC1)c1ccc(-c2ccccc2)o1
24828,CHEMBL250963,Cc1ccc(CN2CCCC(COc3ccc(-c4nc5cc(C(N)=O)ccc5[nH]4)cc3)C2)cc1
24829,CHEMBL250992,NC(=O)c1ccc2[nH]c(-c3ccc(OC4CCC(O)C4)cc3)nc2c1
24830,CHEMBL251015,Cc1cc(-c2cccc3[nH]ccc23)cc2nnc(Nc3ccc(S(=O)(=O)NCCN4CCCC4)cc3)nc12
24831,CHEMBL251018,Cc1[nH]nc2c1c(=O)[nH]c1cccc(Cl)c12
24832,CHEMBL25105,N=C(N)c1ccc(OCCCCCCOc2ccc(C(=N)N)cc2)cc1
24833,CHEMBL251123,CCOc1cc2ncnc(/C=C/CCCc3ccccc3)c2cc1OCC
24834,CHEMBL251124,CCOc1cc2ncnc(C#Cc3[nH]ccc3-c3ccccc3)c2cc1OCC
24835,CHEMBL251125,CCOc1cc2ncnc(C#Cc3c[nH]nc3-c3ccc(F)cc3)c2cc1OCC
24836,CHEMBL251155,NC(=O)c1ccc2[nH]c(-c3ccc(OCCC4CCCCN4Cc4ccc(Cl)c(Cl)c4)cc3)nc2c1
24837,CHEMBL251156,O=C(Nc1ccccc1N1CCCCC1)c1ccc(Br)o1
24838,CHEMBL251157,O=C(Nc1ccccc1N1CCCCC1)c1ccc(Cl)o1
24839,CHEMBL251170,NC(=O)c1ccc2[nH]c(-c3ccc(OCC4CCN(Cc5ccc(Cl)cc5)CC4)cc3)nc2c1
24840,CHEMBL251173,Cc1ccc(-c2ccc3c(Nc4ccccc4)c(C(N)=O)cnc3c2)cc1
24841,CHEMBL251174,COc1ccc(-c2ccc3c(Nc4ccccc4)c(C(N)=O)cnc3c2)cc1
24842,CHEMBL251196,Brc1cnn2c(NCc3cccnc3)cc(C3CCNCC3)nc12
24843,CHEMBL251210,Cc1[nH]nc2c1c(=O)[nH]c1cc3ccccc3cc12
24844,CHEMBL251211,Cc1[nH]nc2c1c(=O)[nH]c1cc3c(cc12)CCCC3
24845,CHEMBL251246,CC(C)n1c(-c2ccnc(N)n2)cc2c1CCNC2=O
24846,CHEMBL251247,CCCCn1c(-c2ccnc(N)n2)cc2c1CCNC2=O
24847,CHEMBL251256,CC(CO)NC(=N)c1c(O)nsc1Nc1ccc(Nc2ccc(Br)cc2)cc1
24848,CHEMBL251281,Nc1nccc(-c2cc3c(n2-c2ccccc2)CCNC3=O)n1
24849,CHEMBL251282,Nc1nccc(-c2cc3c(n2Cc2ccccc2)CCNC3=O)n1
24850,CHEMBL251283,CCCNc1nccc(-c2cc3c([nH]2)CCNC3=O)n1
24851,CHEMBL251284,N=C(NCCCCO)c1c(O)nsc1Nc1ccc(Nc2ccc(Br)cc2)cc1
24852,CHEMBL251291,OCCCC#Cc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1
24853,CHEMBL251292,Nc1ncnc2c1c(-c1ccc3[nH]c(Cc4ccc(F)c(F)c4)nc3c1)nn2[C@H]1CC[C@H](N2CCOCC2)CC1
24854,CHEMBL251314,CCOc1cc2ncnc(C#CC(C)(Cc3ccccc3)N3CCC(C(=O)O)CC3)c2cc1OCC
24855,CHEMBL251315,CCOc1cc2ncnc(C#C[C@](C)(Cc3ccccc3)N3CCC(C(=O)O)CC3)c2cc1OCC
24856,CHEMBL251326,Nc1ncnc2c1c(-c1ccc3[nH]c(Cc4cccc(F)c4)nc3c1)nn2[C@H]1CC[C@H](N2CCOCC2)CC1
24857,CHEMBL251351,O=C(Nc1ccccc1N1CCC(CCO)CC1)c1ccc([N+](=O)[O-])o1
24858,CHEMBL251364,NC(=O)c1ccc2[nH]c(-c3ccc(OCC4CCN(Cc5ccc(Cl)c(Cl)c5)CC4)cc3)nc2c1
24859,CHEMBL251367,NC(=O)c1cnc2cc(-c3ccc(F)cc3)ccc2c1Nc1ccccc1
24860,CHEMBL251368,NC(=O)c1ccc2[nH]c(-c3ccc(OC4CCNCC4)cc3)nc2c1
24861,CHEMBL251369,O=C(Nc1ccccc1N1CCOCC1)c1ccc([N+](=O)[O-])o1
24862,CHEMBL251375,CC(O)c1cc(NCc2cccnc2)n2ncc(Br)c2n1
24863,CHEMBL251393,Brc1cnn2c(NCc3cccnc3)cc(C3CCCCC3)nc12
24864,CHEMBL251469,CC(C)CNc1nccc(-c2cc3c([nH]2)CCNC3=O)n1
24865,CHEMBL251471,N=C(NCC1CCCCC1)c1c(O)nsc1Nc1ccc(-n2cccn2)cc1
24866,CHEMBL251472,O=C1NCCc2[nH]c(-c3ccnc(NCC4CCCCC4)n3)cc21
24867,CHEMBL251473,CC(CO)NC(=N)c1c(O)nsc1Nc1ccc(-n2cccn2)cc1
24868,CHEMBL251497,CC(C)(O)C#Cc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1
24869,CHEMBL251498,Fc1ccc(Nc2ncnc3ccc(C#CCN4CCOCC4)cc23)cc1Cl
24870,CHEMBL251534,Cc1ccc(Cc2nc3cc(-c4nn([C@H]5CC[C@H](N6CCOCC6)CC5)c5ncnc(N)c45)ccc3[nH]2)cc1
24871,CHEMBL251575,O=C(Nc1ccccc1N1CCNCC1)c1ccc([N+](=O)[O-])o1
24872,CHEMBL251585,NC(=O)c1ccc2[nH]c(-c3ccc(OCCO)cc3)nc2c1
24873,CHEMBL251586,CCCN(CC)c1ccccc1NC(=O)c1ccc([N+](=O)[O-])o1
24874,CHEMBL251601,Brc1cnn2c(NCc3cccnc3)cc(C3CCCNC3)nc12
24875,CHEMBL251602,CC1CCN(c2ccccc2NC(=O)c2ccc([N+](=O)[O-])o2)CC1
24876,CHEMBL251603,CN1CCN(c2ccccc2NC(=O)c2ccc([N+](=O)[O-])o2)CC1
24877,CHEMBL251628,N=C(NCC1CCCCC1)c1c(O)nsc1Nc1ccc(Cc2ccccc2)cc1
24878,CHEMBL251629,N=C(NCC1CCCCC1)c1c(O)nsc1Nc1ccc(Sc2ccccc2)cc1
24879,CHEMBL251700,Fc1ccc(Nc2ncnc3ccc(C#CCN4CCCCC4)cc23)cc1Cl
24880,CHEMBL251724,CCNC(=O)C(N)Cc1cccc(-c2cc3nc(NC)c4ncc(C)n4c3s2)c1
24881,CHEMBL251732,Nc1ncnc2c1c(-c1ccc3nc(Cc4ccccc4Cl)[nH]c3c1)nn2[C@H]1CC[C@H](N2CCOCC2)CC1
24882,CHEMBL251739,CCN(CC)C(=O)c1cccc2[nH]c(-c3n[nH]c4ncc(-c5cncc6ccccc56)cc34)nc12
24883,CHEMBL251740,COCc1cccc2[nH]c(-c3nn(C)c4ncc(-c5cncc6ccccc56)cc34)nc12
24884,CHEMBL251755,N#Cc1ccc(-c2n[nH]c3c2Cc2ccc(OCCCn4ccnc4)cc2-3)cn1
24885,CHEMBL251780,CC(=O)c1cccc(C(=O)Nc2ccc(Oc3ncnn4cc(OCCN5CCN(C)CC5)c(C)c34)c(F)c2)c1
24886,CHEMBL251782,Cc1c(OCCN2CCN(C)CC2)cn2ncnc(Oc3ccc(NC(=O)c4cc(Cl)ccc4F)cc3F)c12
24887,CHEMBL251789,CC(=O)N1CCN(C(=O)c2cccc(Sc3cnc(Nc4ccc(Br)cn4)s3)c2)CC1
24888,CHEMBL251795,Cc1ccc(Sc2cnc(Nc3cccc(Br)n3)s2)cc1C(=O)N1CCN(C(=O)[C@H](C)N)CC1
24889,CHEMBL251796,Cc1ccc(Sc2cnc(Nc3cccc(Br)n3)s2)cc1C(=O)N1CCN(C(=O)[C@@H](C)N)CC1
24890,CHEMBL251842,CC1CCN(c2cc(N3CCN(C)CC3)cnc2NC(=O)c2ccc(C#N)o2)CC1
24891,CHEMBL25186,COc1cccc(C=O)c1OP(=O)(O)O
24892,CHEMBL251860,CSc1ncc2cc(-c3ccccc3)c(-c3ccc(CNCCCN4CCN(C)CC4)cc3)nc2n1
24893,CHEMBL251885,COCCn1cc(-c2ccnc(Nc3cccc(OC)c3)n2)c2cccnc21
24894,CHEMBL251886,COCCn1cc(-c2ccnc(Nc3ccccc3)n2)c2ccccc21
24895,CHEMBL251928,CCONC(=O)c1ccc(C)c(Nc2ncnn3cc(C(=O)OC)c(C)c23)c1
24896,CHEMBL251930,CNC(=O)c1cn2ncnc(Nc3cc(C(=O)NOC)ccc3C)c2c1C
24897,CHEMBL251972,CCNC(=O)c1cn2ncnc(Nc3cc(NC(=O)OCC)ccc3C)c2c1C
24898,CHEMBL251980,Cc1c(OCCN2CCN(C)CC2)cn2ncnc(Oc3ccc(NC(=O)c4cccnc4)cc3F)c12
24899,CHEMBL252054,CSc1ncc2cc(-c3ccccc3)c(-c3ccc(CNCCc4c[nH]cn4)cc3)nc2n1
24900,CHEMBL252055,CSc1ncc2cc(-c3ccccc3)c(-c3ccc(CNCCc4nc[nH]n4)cc3)nc2n1
24901,CHEMBL252056,CSc1ncc2cc(-c3ccccc3)c(-c3ccc(CNCCc4nccs4)cc3)nc2n1
24902,CHEMBL252125,COC(=O)c1cn2ncnc(-c3c(O)[nH]c4cc(Br)ccc34)c2c1C
24903,CHEMBL252126,CNC(=O)c1ccc(C)c(Nc2ncnn3cc(C(=O)OC)c(C)c23)c1
24904,CHEMBL252127,CONC(=O)c1ccc(C)c(Nc2ncnn3cc(C(=O)OC)c(C)c23)c1
24905,CHEMBL252128,CCNC(=O)c1cn2ncnc(Nc3cc(C(=O)NOC)ccc3C)c2c1C
24906,CHEMBL252166,CCOc1c(Cl)cc(N2CCCCC2)cc1NC(=O)c1cc(C)c(OC[C@@H](C)N)c(C)c1
24907,CHEMBL252168,CCOC(=O)Nc1ccc(C)c(Nc2ncnn3cc(C(=O)NC(C)C)c(C)c23)c1
24908,CHEMBL252213,O=C(Cc1ccc(F)cc1)NC(=O)Nc1ccc(Oc2ncnn3ccc(-c4ccccc4)c23)c(F)c1
24909,CHEMBL252214,NCCCNCc1ccn2ncnc(Oc3ccc(NC(=O)NC(=O)Cc4ccc(F)cc4)cc3F)c12
