,drug,smile
24910,CHEMBL252246,O=C(NO)[C@H]1CC2(CC2)CN[C@@H]1C(=O)N1CCC(c2ccccc2)C1
24911,CHEMBL252259,CSc1ncc2cc(-c3ccccc3)c(-c3ccc(CNCCCn4ccnc4)cc3)nc2n1
24912,CHEMBL252260,CSc1ncc2cc(-c3ccccc3)c(-c3ccc(CN(C)CCc4cn[nH]c4)cc3)nc2n1
24913,CHEMBL252261,CSc1ncc2cc(-c3ccccc3)c(-c3ccc(CNCCc4n[nH]c(-c5ccccc5)n4)cc3)nc2n1
24914,CHEMBL252336,COCCNC(=O)c1cn2ncnc(Nc3cc(C(=O)NOC)ccc3C)c2c1C
24915,CHEMBL252337,CONC(=O)c1ccc(C)c(Nc2ncnn3cc(C(=O)NC4CCCC4)c(C)c23)c1
24916,CHEMBL252373,CCOC(=O)Nc1ccc(C)c(Nc2ncnn3cc(C(=O)N[C@@H](C)CC)c(C)c23)c1
24917,CHEMBL252415,O=C(Cc1ccc(F)cc1)NC(=O)Nc1ccc(Oc2ncnn3ccc(CN4CCNCC4)c23)c(F)c1
24918,CHEMBL252416,CN1CCN(Cc2ccn3ncnc(Oc4ccc(NC(=O)NC(=O)Cc5ccc(F)cc5)cc4F)c23)CC1
24919,CHEMBL252436,CC1CCN(c2cc(N3CCN(C)CC3)ccc2NC(=O)c2ccc(C#N)o2)CC1
24920,CHEMBL25245,O=C(N[C@H]1CCCCN(CCCc2ccccc2)C1=O)c1ccc(OP(=O)(O)O)cc1
24921,CHEMBL252455,CSc1ncc2cc(-c3ccccc3)c(-c3ccc(CNCCc4nnc(N)s4)cc3)nc2n1
24922,CHEMBL252456,CSc1ncc2cc(-c3ccccc3)c(-c3ccc(CNCCC(=O)c4ccccc4N)cc3)nc2n1
24923,CHEMBL252457,CSc1ncc2cc(-c3ccccc3)c(-c3ccc(CN4CCC(C(N)=O)CC4)cc3)nc2n1
24924,CHEMBL252520,CC(=O)Oc1cccc2c1[nH]c1c(C3=C/C4=C/C/C=C\CCCCN5CCC3[C@]3(C[C@@H]6/C=C\CCCCN6[C@@H]43)C5)nccc12
24925,CHEMBL252533,CONC(=O)c1ccc(C)c(Nc2ncnn3cc(C(=O)NCc4ccccn4)c(C)c23)c1
24926,CHEMBL252535,CONC(=O)c1ccc(C)c(Nc2ncnn3cc(C(=O)N[C@@H](C)c4ccccc4)c(C)c23)c1
24927,CHEMBL252556,COC1=C(OC)C(=O)C(CCCCCCCCCCO)=C(C)C1=O
24928,CHEMBL252569,CONC(=O)c1ccc(C)c(Nc2ncnn3cc(NC(=O)OC)c(C)c23)c1
24929,CHEMBL252633,CN1CCN(c2ccc(NC(=O)c3ccc(C#N)o3)c(N3CCCC(F)C3)c2)CC1
24930,CHEMBL252634,CN1CCN(c2ccc(NC(=O)c3ccc(C#N)o3)c(N3CCCCC3=O)c2)CC1
24931,CHEMBL252652,CCNC(=O)NC1CCN(Cc2ccc(-c3nc4nc(SC)ncc4cc3-c3ccccc3)cc2)CC1
24932,CHEMBL252653,CSc1ncc2cc(-c3ccccc3)c(-c3ccc(CN4CCC(C(=O)NCCC(N)=O)CC4)cc3)nc2n1
24933,CHEMBL252654,CSc1ncc2cc(-c3ccccc3)c(-c3ccc(CN4CCC(NC(=O)CNC(C)=O)CC4)cc3)nc2n1
24934,CHEMBL252669,C1=CC2C(c3ccnc(Nc4ccccc4)n3)=C(c3ccccc3)NN2C=C1
24935,CHEMBL252672,Oc1ccc2[nH]c3c(C4=C[C@@]5(O)CC/C=C\CCCCN6CCC4[C@]4(C[C@@H]7/C=C\CCCCN7[C@@H]54)C6)nccc3c2c1
24936,CHEMBL252724,Cn1c(-c2ccncc2)cc2c1CCNC2=O
24937,CHEMBL252739,CONC(=O)c1ccc(C)c(Nc2ncnn3cc(C(=O)N[C@H](C)c4ccccc4)c(C)c23)c1
24938,CHEMBL252762,Fc1ccc(-c2nc3n(c2-c2ccnc(NC4CCC4)n2)[C@H](Cn2ccnc2)CC3)cc1
24939,CHEMBL252763,O=C(Nc1cc(-c2ccnc(Nc3ccc(F)cc3)c2)ccn1)[C@H]1CCOC1
24940,CHEMBL252822,N#Cc1ccc(C(=O)Nc2ccc(N3CCS(=O)(=O)CC3)cc2N2CCCCC2)o1
24941,CHEMBL252832,CN1CCN(c2ccc(NC(=O)c3ccc(C#N)o3)c(N3CCOCC3)c2)CC1
24942,CHEMBL252834,CC1CCN(c2nc(N3CCN(C)CC3)ccc2NC(=O)c2ccc(C#N)o2)CC1
24943,CHEMBL252856,CSc1ncc2cc(-c3ccccc3)c(-c3ccc(CN4CCC(C(=O)Nc5ccncc5)CC4)cc3)nc2n1
24944,CHEMBL252857,CNc1ncc2cc(-c3ccccc3)c(-c3ccc(CN4CCC(c5nnc(-c6ccccn6)[nH]5)CC4)cc3)nc2n1
24945,CHEMBL252937,N=C(N)c1ccc(CNC(=O)[C@H](CO)NC(=O)[C@@H](CO)NS(=O)(=O)Cc2ccccc2)cc1
24946,CHEMBL252944,CONC(=O)c1ccc(C)c(Nc2ncnn3cc(C(=O)NCCN4CCOCC4)c(C)c23)c1
24947,CHEMBL252946,CONC(=O)c1ccc(C)c(Nc2ncnn3cc(NC(C)=O)c(C)c23)c1
24948,CHEMBL252967,CCCn1c(C2CCN(C)CC2)nc(-c2ccc(Cl)c(Cl)c2)c1-c1ccnc(NC2CC2)n1
24949,CHEMBL253026,Cc1cnn(-c2ccc(NC(=O)c3ccc(C#N)o3)c(N3CCCCC3)c2)c1
24950,CHEMBL253027,N#Cc1ccc(C(=O)Nc2ccc(-n3ccnc3)cc2N2CCCCC2)o1
24951,CHEMBL253115,CC(C)NC(=N)c1c(O)nsc1Nc1ccc(Nc2ccccc2)cc1
24952,CHEMBL253116,CC(CO)NC(=N)c1c(O)nsc1Nc1ccc(Nc2ccccc2)cc1
24953,CHEMBL253148,CCC(=O)Nc1cn2ncnc(Nc3cc(C(=O)NOC)ccc3C)c2c1C
24954,CHEMBL253149,CONC(=O)c1ccc(C)c(Nc2ncnn3cc(NC(=O)C(C)C)c(C)c23)c1
24955,CHEMBL253174,NC1=CC=C2SN=C3c4ccccc4C(=O)C1C23
24956,CHEMBL253222,Cc1c(OCCCN(C)C)cn2ncnc(Oc3ccc(NC(=O)c4cccnc4)cc3F)c12
24957,CHEMBL253223,Cc1ccn2ncnc(Oc3ccc(NC(=O)CC(=O)Nc4ccc(F)cc4)cc3F)c12
24958,CHEMBL253272,C1=CC2C(c3ccnc(Nc4ccccc4)n3)=CNN2C=C1
24959,CHEMBL253292,CCN(CC)CCOc1ccc(Nc2cc(NC(=O)Nc3c(Cl)cccc3Cl)ncn2)cc1
24960,CHEMBL253324,N=C(NCCO)c1c(O)nsc1Nc1ccc(Nc2ccccc2)cc1
24961,CHEMBL253376,CN(Cc1cc(Br)cc(Br)c1N)C1CCCCC1
24962,CHEMBL253377,NCCOc1c(Cl)cc(C(=O)Nc2ccccc2)cc1Cl
24963,CHEMBL253378,COc1ccccc1NC(=O)c1cc(Cl)c(OCCN)c(Cl)c1
24964,CHEMBL253379,Cc1cc(C(=O)Nc2cccc(OC(C)C)c2)cc(C)c1OCCN
24965,CHEMBL253389,CONC(=O)c1ccc(C)c(Nc2ncnn3cc(NC(=O)NC(C)C)c(C)c23)c1
24966,CHEMBL253429,Nc1ccc(NC(=O)Nc2cccc3c2C(=O)c2c-3n[nH]c2-c2ccc3c(c2)OCO3)cc1
24967,CHEMBL253444,CC(=O)NC1CCN(Cc2ccn3ncnc(Oc4ccc(NC(=O)NC(=O)Cc5ccc(F)cc5)cc4F)c23)CC1
24968,CHEMBL253457,Nc1ncnc2nc(-c3ccc(CN4CCC(c5nc6ccc(F)cc6[nH]5)CC4)cc3)c(-c3ccccc3)cc12
24969,CHEMBL253458,Nc1ncnc2nc(-c3ccc(CN4CCC(n5ncc6c(N)ncnc65)CC4)cc3)c(-c3ccccc3)cc12
24970,CHEMBL253532,Cc1cccc(N2CCN(CCCNC(=O)c3nc(-c4cccnc4)no3)CC2)c1C
24971,CHEMBL253533,COc1nn(-c2ccccc2)c2nc(Nc3ccc(C(=O)O)cc3)ncc12
24972,CHEMBL253541,N=C(NCC1CCCCC1)c1c(O)nsc1Nc1ccc(Nc2ccccc2)cc1
24973,CHEMBL253542,N=C(NCCCCO)c1c(O)nsc1Nc1ccc(Nc2ccccc2)cc1
24974,CHEMBL253545,O=C1NCCc2[nH]c(-c3ccncc3F)cc21
24975,CHEMBL253607,Cc1cc(C(=O)Nc2cc(OC(C)C)cc(OC(C)C)c2)cc(C)c1OCCN
24976,CHEMBL253608,Cc1cc(C(=O)Nc2cc(Cl)cc(N3CCCCC3)c2)cc(C)c1OCCN
24977,CHEMBL253635,CC(=O)N1CCN(C(=O)c2cc(Sc3cnc(Nc4ccccn4)s3)ccc2C)CC1
24978,CHEMBL253636,CC(=O)N1CCN(C(=O)c2cc(Sc3cnc(N)s3)ccc2C)CC1
24979,CHEMBL253656,O=C(Cc1ccc(F)cc1)NC(=O)Nc1ccc(Oc2ncnn3ccc(CN4CCOCC4)c23)c(F)c1
24980,CHEMBL253657,N[C@@H]1CCN(Cc2ccn3ncnc(Oc4ccc(NC(=O)NC(=O)Cc5ccc(F)cc5)cc4F)c23)C1
24981,CHEMBL253693,CSc1ncc2cc(-c3ccccc3)c(-c3ccc(CN4CCC(n5ncc6c(N)ncnc65)CC4)cc3)nc2n1
24982,CHEMBL253740,O=C(O)c1ccc(Nc2ncc3c(Cl)nn(-c4ccccc4)c3n2)cc1
24983,CHEMBL253741,COc1cc(Nc2cc(Nc3c(Cl)ccc4c3OCO4)ncn2)cc(OC)c1OC
24984,CHEMBL253748,O=C(O)c1ccc(Nc2ncc([N+](=O)[O-])c(NC34CC5CC(CC(C5)C3)C4)n2)cc1
24985,CHEMBL253755,CN(C)Cc1ccccc1-c1cc2c(Nc3ccc4[nH]ccc4c3)c(C#N)cnc2s1
24986,CHEMBL253760,O=C1NCCc2[nH]c(-c3ccnc4[nH]ccc34)cc21
24987,CHEMBL253768,Nc1ncc(Br)c(-c2cc3c([nH]2)CCNC3=O)n1
24988,CHEMBL253786,O=c1cc(-c2cccc(O)c2)oc2cc(O)ccc12
24989,CHEMBL253825,CCOc1c(Cl)cc(N2CCCCC2)cc1NC(=O)c1cc(C)c(OCCN)c(C)c1
24990,CHEMBL253847,CC(=O)N1CCN(C(=O)c2cccc(Sc3cnc(Nc4cccc(Br)n4)s3)c2)CC1
24991,CHEMBL253852,Cc1ccccc1-c1c(-c2ccncc2)c2ccccc2[nH]c1=O
24992,CHEMBL253855,CC(=O)Nc1ncc(Sc2ccc(C)c(C(=O)N3CCN(C(C)=O)CC3)c2)s1
24993,CHEMBL253856,Cc1ccc(Sc2cnc(Nc3ccccn3)s2)cc1C(N)=O
24994,CHEMBL253857,Cc1ccc(Sc2cnc(Nc3ccccn3)s2)cc1C(=O)NC(C)C
24995,CHEMBL253858,Cc1ccc(Sc2cnc(Nc3ccccn3)s2)cc1C(=O)NCC#N
24996,CHEMBL253864,O=C(Nc1ccccc1N1CCCCC1)c1ccno1
24997,CHEMBL253881,NC1CCN(Cc2ccn3ncnc(Oc4ccc(NC(=O)NC(=O)Cc5ccc(F)cc5)cc4F)c23)CC1
24998,CHEMBL253882,O=C(Cc1ccc(F)cc1)NC(=O)Nc1ccc(Oc2ncnn3ccc(CN4CCC(O)CC4)c23)c(F)c1
24999,CHEMBL253884,CCOc1ccc(NC(=O)c2ccc(C#N)o2)c(N2CCCCC2)c1
25000,CHEMBL253891,Cn1c(=O)c(-c2ccc(F)cc2)c(-c2ccncc2)c2ccccc21
25001,CHEMBL253896,COc1cc(O)c(CC=C(C)C)c(O)c1C(=O)/C=C/c1ccc(O)cc1
25002,CHEMBL253956,O=C1OC(Nc2ncc3nnn(-c4ccccc4)c3n2)c2ccccc21
25003,CHEMBL253957,COc1ccccc1Nc1nccc(Nc2c(Cl)ccc3c2OCO3)n1
25004,CHEMBL253968,O=C(Cn1cc(Nc2nncc3cc(OCCCN4CCC[C@@H]4CO)ccc23)cn1)Nc1cccc(F)c1F
25005,CHEMBL253969,NC(=O)c1c(OCc2c(F)cc(Br)cc2F)nsc1NC(=O)NCCCCN1CCCC1
25006,CHEMBL253980,Nc1nccc(-c2c[nH]c3c2C(=O)NCC3)n1
25007,CHEMBL254050,CC(=O)N1CCN(C(=O)c2cc(Sc3cnc(Nc4cccc(Br)n4)s3)ccc2C)CC1
25008,CHEMBL254060,C#CCNC(=O)c1cc(Sc2cnc(Nc3ccccn3)s2)ccc1C
25009,CHEMBL254061,CNCCNC(=O)c1cc(Sc2cnc(Nc3ccccn3)s2)ccc1C
25010,CHEMBL254062,CC(=O)NCCNC(=O)c1cc(Sc2cnc(Nc3ccccn3)s2)ccc1C
25011,CHEMBL254085,N[C@@H]1CCN(Cc2ccn3ncnc(Oc4ccc(NC(=O)NC(=O)Cc5ccc(F)cc5)cc4F)c23)C[C@H]1O
25012,CHEMBL254086,NC1CCC(=Cc2ccn3ncnc(Oc4ccc(NC(=O)NC(=O)Cc5ccc(F)cc5)cc4F)c23)CC1
25013,CHEMBL254099,CSc1ncc2cc(-c3ccccc3)c(-c3ccc(CN4CCC(c5nnc(-c6ccccn6)[nH]5)CC4)cc3)nc2n1
25014,CHEMBL254155,OC12CC3CC(C1)CC(n1nnc4cnc(N[C@H]5CC[C@H](O)CC5)nc41)(C3)C2
25015,CHEMBL254157,Cc1ccccc1Nc1nccc(Nc2c(Cl)ccc3c2OCO3)n1
25016,CHEMBL254168,CCCNc1nc2c(s1)C(=O)N(c1cc(C(=O)NCC)ccc1C)C2
25017,CHEMBL254169,CCNC(=O)c1ccc(C)c(N2Cc3nc(NC(C)C)sc3C2=O)c1
25018,CHEMBL254170,CS(=O)(=O)c1ccc(CC(=O)Nc2n[nH]c3ccc(N4CCCS4(=O)=O)cc23)cc1
25019,CHEMBL254171,O=C(Cc1ccc(-c2ccncc2)cc1)Nc1n[nH]c2ccc(N3CCCS3(=O)=O)cc12
25020,CHEMBL254219,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@]5(C)[C@H]6CC[C@]7(C)[C@@H](C8=CC(=O)OC8)CC[C@]7(O)[C@@H]6CC[C@@H]5C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O
25021,CHEMBL25425,COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OCCC1CCN(C)CC1
25022,CHEMBL254255,COc1ccc(-n2nnnc2SCC(=O)c2ccc(O)c(O)c2)cc1
25023,CHEMBL254267,Cc1ccc(Sc2cnc(Nc3cccc(Br)n3)s2)cc1C(=O)N(C)CC#N
25024,CHEMBL254268,Cc1ccc(Sc2cnc(Nc3cccc(Br)n3)s2)cc1C(=O)N(C)CCC#N
25025,CHEMBL254269,CNCCN(C)C(=O)c1cc(Sc2cnc(Nc3cccc(Br)n3)s2)ccc1C
25026,CHEMBL254280,Cc1c(OCCCN(C)C)cn2ncnc(Oc3ccc(NC(=O)CC(=O)Nc4ccc(F)cc4)cc3F)c12
25027,CHEMBL254281,O=C(Cc1ccc(F)cc1)NC(=O)Nc1ccc(Oc2ncnn3ccc(Cl)c23)c(F)c1
25028,CHEMBL25431,O=P(O)(O)Oc1ccc2ccccc2c1
25029,CHEMBL254350,O=C(O)COc1ccc(Nc2ncc3nnn(C45CC6CC(CC(O)(C6)C4)C5)c3n2)cc1
25030,CHEMBL254365,CCNC(=O)c1ccc(C)c(N2CC3N=C(NC4CCCC4)SC3C2=O)c1
25031,CHEMBL254367,O=C(Cc1cccc2ccccc12)Nc1n[nH]c2ccc(N3CCCS3(=O)=O)cc12
25032,CHEMBL254390,O=C1NCCc2[nH]c(-c3ncnc4[nH]cnc34)cc21
25033,CHEMBL254392,O=C1NCCc2[nH]c(-c3ccccc3)cc21
25034,CHEMBL254443,COc1ccccc1Nc1ccc2c(-c3ccccc3)n[nH]c2c1
25035,CHEMBL254452,CCOC(=O)Nc1cn2ncnc(Nc3cc(C(=O)NOC)ccc3C)c2c1C
25036,CHEMBL254453,CONC(=O)c1ccc(C)c(Nc2ncnn3cc(NC(=O)OC(C)C)c(C)c23)c1
25037,CHEMBL254478,Cc1ccc(Sc2cnc(Nc3ccccn3)s2)cc1NC(=O)CC#N
25038,CHEMBL254479,CC(=O)N1CCCN(C(=O)c2cc(Sc3cnc(Nc4ccccn4)s3)ccc2C)CC1
25039,CHEMBL254494,O=C(Nc1ccc(O)cc1)Nc1cccc2c1C(=O)c1c-2n[nH]c1-c1ccc2c(c1)OCO2
25040,CHEMBL254496,CC1CCN(c2cc(N3CCOCC3)ccc2NC(=O)c2ccc(C#N)o2)CC1
25041,CHEMBL254498,CN1CCN(C(=O)N(C)c2ccc(NC(=O)c3ccc(C#N)o3)c(N3CCCCC3)c2)CC1
25042,CHEMBL25450,COc1cc2c(Nc3c(F)cc(Cl)cc3F)ncnc2cc1OCC1CCNCC1
25043,CHEMBL254545,Cc1cccc(C)c1NC(=O)c1csc(-c2cccnc2)n1
25044,CHEMBL254546,CN1CCN(c2ccc(NC(=O)c3csc(-c4cccnc4)n3)cc2)CC1
25045,CHEMBL254555,C=CCNC(=O)O[C@@H](C)[C@H]1c2ccccc2-c2c3c(c4c([nH]c5ccccc54)c21)CNC3=O
25046,CHEMBL254556,O=C(Nc1ccc(-c2ccnc(Nc3ccc4ncsc4c3)n2)cc1)C1CCCN1
25047,CHEMBL254582,Cc1cccc(N2CCN(CCCNC(=O)c3nc(-c4cccnc4)no3)C(C)C2)c1
25048,CHEMBL254587,OC12CC3CC(C1)CC(Nc1nc(N[C@H]4CC[C@H](O)CC4)ncc1F)(C3)C2
25049,CHEMBL254588,N#Cc1cccc(Nc2nccc(Nc3c(Cl)ccc4c3OCO4)n2)c1
25050,CHEMBL254596,O=C1NCCc2[nH]ccc21
25051,CHEMBL254597,Nc1cc(-c2cc3c([nH]2)CCNC3=O)ccn1
25052,CHEMBL254651,N#CC(c1ccnc(NCCc2c[nH]cn2)n1)c1nc2ccccc2s1
25053,CHEMBL254659,CCCNC(=O)c1cn2ncnc(Nc3cc(NC(=O)OC)ccc3C)c2c1C
25054,CHEMBL254660,CCCNC(=O)c1cn2ncnc(Nc3cc(NC(=O)OCC)ccc3C)c2c1C
25055,CHEMBL254661,CCCNC(=O)c1cn2ncnc(Nc3cc(NC(=O)OC(C)C)ccc3C)c2c1C
25056,CHEMBL254674,CN1CCN(c2ccc(Nc3ncc4c(=O)n(-c5c(Cl)cc(Cl)cc5Cl)c5nc6ccccc6n5c4n3)cc2)CC1
25057,CHEMBL254688,COC(=O)N1CCN(C(=O)c2cc(Sc3cnc(Nc4ccccn4)s3)ccc2C)CC1
25058,CHEMBL254689,Cc1ccc(Sc2cnc(Nc3ccccn3)s2)cc1C(=O)N1CCN(S(C)(=O)=O)CC1
25059,CHEMBL254690,CCC(=O)N1CCN(C(=O)c2cc(Sc3cnc(Nc4cccc(Br)n4)s3)ccc2C)CC1
25060,CHEMBL254702,CC1CCN(c2cc(N3CCN(C)CC3)ccc2NC(=O)c2cc(C#N)c[nH]2)CC1
25061,CHEMBL254704,Nc1ccc(NC(=O)Nc2cccc3c2C(=O)c2c-3n[nH]c2-c2ccc(O)cc2)cc1
25062,CHEMBL254717,CCn1c(=O)c(-c2ccc(F)cc2)c(-c2ccncc2)c2ccccc21
25063,CHEMBL254758,Cc1cc(C)cc(N2CCN(CCCNC(=O)c3nc(-c4cccnc4)no3)CC2)c1
25064,CHEMBL254760,Cn1cnc(-c2cc3nccc(Oc4ccc(NC(=S)NC(=O)Cc5ccccc5)cc4F)c3s2)c1
25065,CHEMBL254761,CN1CCN(C(=O)c2cc3nccc(Oc4ccc(NC(=S)NC(=O)Cc5ccccc5)cc4F)c3s2)CC1
25066,CHEMBL254793,NCCC(=O)Nc1ccc(-c2ccnc(Nc3ccc4ncsc4c3)n2)cc1
25067,CHEMBL254794,Cc1ccc(N2CCN(CCCNC(=O)c3nc(-c4cccnc4)no3)CC2)cc1
25068,CHEMBL254858,CCCCCCCCCCCc1cc(O)cc(O)c1C(=O)OC(CCC)CCCCCCCc1cc(OS(=O)(=O)O)cc(OS(=O)(=O)O)c1
25069,CHEMBL254879,Cc1c(OCCN2CCN(C)CC2)cn2ncnc(Oc3ccc(NC(=O)c4ccccc4F)cc3F)c12
25070,CHEMBL254893,CCN1CCN(C(=O)c2cc(Sc3cnc(Nc4cccc(Br)n4)s3)ccc2C)CC1
25071,CHEMBL254894,Cc1ccc(Sc2cnc(Nc3cccc(Br)n3)s2)cc1C(=O)N1CCN(CC(N)=O)CC1
25072,CHEMBL254895,Cc1ccc(Sc2cnc(Nc3cccc(Br)n3)s2)cc1C(=O)N1CCN(C(=O)CN)CC1
25073,CHEMBL254907,Cc1c(OCCN(C)C)cn2ncnc(Oc3ccc(NC(=O)CC(=O)Nc4ccc(F)cc4)cc3F)c12
25074,CHEMBL254908,CC1CCN(c2cc(N3CCNCC3)ccc2NC(=O)c2cc(C#N)c[nH]2)CC1
25075,CHEMBL254909,CC(=O)N1CCN(c2ccc(NC(=O)c3cc(C#N)c[nH]3)c(N3CCC(C)CC3)c2)CC1
25076,CHEMBL254910,CC1CCN(c2cc(N3CCN(S(C)(=O)=O)CC3)ccc2NC(=O)c2ccc(C#N)o2)CC1
25077,CHEMBL254961,Cc1ccc(C)c(N2CCN(CCCNC(=O)c3nc(-c4cccnc4)no3)CC2)c1
25078,CHEMBL254964,O=C(Cc1ccccc1)NC(=S)Nc1ccc(Oc2ccnc3cc(C(=O)N4CCCC4)sc23)c(F)c1
25079,CHEMBL254965,O=C(Cc1ccc(Cl)cc1)Nc1cccc(-c2nc(C(F)(F)F)[nH]c2-c2ccnc(NCCN3CCNC3=O)n2)c1
25080,CHEMBL254966,NC(=O)c1cccc(Nc2nccc(-c3[nH]c(C4CC4)nc3-c3cccc(NC(=O)Cc4ccc(Cl)cc4)c3)n2)c1
25081,CHEMBL254979,O=C(Cc1ccc2ccccc2c1)Nc1n[nH]c2ccc(N3CCCS3(=O)=O)cc12
25082,CHEMBL255031,O=C1NCCc2[nH]c(-c3cccnc3)cc21
25083,CHEMBL255042,COC(=O)c1cn2ncnc(Nc3cc(C(N)=O)ccc3C)c2c1C
25084,CHEMBL255083,CCCNC(=O)c1cn2ncnc(Nc3cc(NC(=O)COC)ccc3C)c2c1C
25085,CHEMBL255084,CCCNC(=O)c1cn2ncnc(Nc3cc(NC(C)=O)ccc3C)c2c1C
25086,CHEMBL255091,Cc1c(OCCN2CCN(C)CC2)cn2ncnc(Oc3ccc(NC(=O)c4cc(F)ccc4F)cc3F)c12
25087,CHEMBL255092,Cc1c(OCCN2CCN(C)CC2)cn2ncnc(Oc3ccc(NC(=O)c4c(F)cccc4F)cc3F)c12
25088,CHEMBL255098,c1ccn2c(-c3ccnc(NC4CCNCC4)n3)cnc2c1
25089,CHEMBL255117,CNCCc1cn(C2=C(c3c[nH]c4ccc(C(=O)N(C)C)cc34)C(=O)NC2=O)c2ccccc12
25090,CHEMBL255132,COc1nc(NCCCCN(C)C)ncc1C(=O)Nc1cc(C(=O)Nc2cccc(C(F)(F)F)c2C)ccc1C
25091,CHEMBL255135,CNCCOc1n[nH]c2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12
25092,CHEMBL255170,Cc1ccc(Oc2ccc(Nc3ncnc4[nH]nc(OCCN5CCC(O)CC5)c34)cc2Cl)cn1
25093,CHEMBL255178,CC(C)(C)OC(=O)NCCCn1cc(C2=C(c3csc4ccccc34)C(=O)NC2=O)c2ccccc21
25094,CHEMBL255180,NC[C@H]1Cn2c(cc3ccc(C(=O)Nc4cccnc4)cc32)C(=O)N1
25095,CHEMBL255181,CCNC(=O)c1cn(-c2ccc3c(c2)CCC3)c2nc(Nc3ccc(N4CCN(C)CC4)cc3)ncc2c1=O
25096,CHEMBL255182,CNC(=O)c1cn(-c2ccc3c(c2)CCC3)c2nc(Nc3ccc(N4CCN(C)CC4)cc3)ncc2c1=O
25097,CHEMBL255183,COc1cc2c(cc1CCCO)Nc1cc(-c3ccc([N+](=O)[O-])c(OC)c3)ccc1C(=O)N2
25098,CHEMBL255207,O=C(Nc1cccnc1)c1ccc2[nH]c3c(c2c1)CCNC3=O
25099,CHEMBL255210,O=C(Nc1cccnc1)c1ccc2cc3n(c2c1)CCCNC3=O
25100,CHEMBL255212,N#Cc1cnc(-c2ccc(CN3CCC(n4c(=O)[nH]c5ccccc54)CC3)cc2)c(-c2ccccc2)c1
25101,CHEMBL255213,CCc1ccc(-c2c(-c3cc(C)no3)c(=O)[nH]c3ccc(Cl)cc23)cc1
25102,CHEMBL255215,Cc1ccc(-c2c(-c3cc(C)no3)c(=O)[nH]c3ccc(Cl)cc23)cc1
25103,CHEMBL255235,O=C(Nc1ccccc1Cl)c1csc(-c2ccc[n+]([O-])c2)n1
25104,CHEMBL255236,COc1ccccc1CO/N=C/c1c(N)ncnc1Nc1ccc2c(cnn2Cc2cccc(F)c2)c1
25105,CHEMBL255237,COCCO/N=C/c1c(N)ncnc1Nc1ccc2c(cnn2Cc2cccc(F)c2)c1
25106,CHEMBL255238,N#Cc1cnc2sc(-c3ccccc3)cc2c1Nc1cccc2cc[nH]c12
25107,CHEMBL255253,CN1[C@H]2CC[C@@H]1CC(Nc1cccc(-c3cnc4ccccn34)n1)C2
25108,CHEMBL255254,CCCNc1ncc(C(=O)Nc2c(C)cccc2Cl)s1
25109,CHEMBL255255,O=C(Cc1ccccc1)Nc1n[nH]c2ccc(N3CCCS3(=O)=O)cc12
25110,CHEMBL255262,O=C(Cc1cccc(F)c1)Nc1n[nH]c2ccc(N3CCCS3(=O)=O)cc12
25111,CHEMBL255263,O=C(Cc1ccc(F)cc1)Nc1n[nH]c2ccc(N3CCCS3(=O)=O)cc12
25112,CHEMBL255268,CC[C@@H](C)Nc1nc2ccc(-c3ocnc3-c3ccccc3F)cc2s1
25113,CHEMBL255269,CC[C@H](C)Nc1nc2ccc(-c3ocnc3-c3ccccc3F)cc2s1
25114,CHEMBL255272,c1cc(NC2CCNCC2)nc(-n2cnc3ccccc32)c1
25115,CHEMBL255281,C/C(=N\OC(C)(C)C)c1ccc2[nH]c3c4c(c5c(c3c2c1)CNC5=O)-c1cn(C)nc1CC4
25116,CHEMBL255282,CO/N=C(\C)c1ccc2c(c1)c1c3c(c4c(c1n2C)CCc1nn(C)cc1-4)C(=O)NC3
25117,CHEMBL255283,CCn1c2ccc(/C(C)=N/OC)cc2c2c3c(c4c(c21)CCc1nn(C)cc1-4)C(=O)NC3
25118,CHEMBL255284,Cc1ccc(N2CCN(CCCNC(=O)c3nc(-c4cccnc4)no3)CC2)c(C)c1
25119,CHEMBL255288,Cc1ccc(C(=O)Nc2ccn[nH]2)cc1NC(=O)c1cnc(NC(C)C)s1
25120,CHEMBL255291,CO/N=C/c1c(N)ncnc1NCc1ccc(F)c(Cl)c1
25121,CHEMBL255337,Cc1ccc(Oc2ccc(Nc3ncnc4cccc(OCC(=O)N(C)CCO)c34)cc2C)cn1
25122,CHEMBL255348,Nc1nn(CCc2c[nH]cn2)c2nc(-c3ccc(CN4CCC(n5c(=O)[nH]c6ccccc65)CC4)cc3)c(-c3ccccc3)cc12
25123,CHEMBL255360,Nc1ncnc2nc(-c3ccc(CN4CCC(n5cnc6c(N)ncnc65)CC4)cc3)c(-c3ccccc3)cc12
25124,CHEMBL255376,OC1CCN(CCOc2n[nH]c3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c23)CC1
